n_atoms,fcc_bulk,hcp_bulk,five_fold_axis,ico_center,deca_notch,fcc_111,fcc_100,five_fold_surf_edge,fcc_10_edge,fcc_11_edge,deca_notch_vertex,ico_surf_vertex,tetra_edge,trun_oct_vertex,cubo_corner,n_atoms_unk,bulk_atoms,surface_atoms,type
132,0,1,2,1,1,0,0,1,0,1,7,2,0,1,0,115,1,131,3
132,16,23,4,0,4,22,1,18,11,0,7,2,0,16,0,8,39,93,0
132,0,11,6,0,1,9,0,24,0,1,10,9,0,1,0,60,11,121,3
132,0,25,18,1,0,14,0,29,2,1,17,6,0,1,0,18,25,107,1
132,0,0,0,1,1,0,0,0,0,0,10,10,0,2,0,108,0,132,3
132,1,1,0,0,1,0,0,1,2,2,12,1,1,1,0,109,2,130,3
132,0,17,10,0,1,11,0,30,1,0,8,9,0,0,0,45,17,115,3
132,0,25,20,1,1,14,0,41,3,0,3,8,0,0,0,16,25,107,1
132,0,25,19,1,0,15,0,36,3,0,9,7,0,0,0,17,25,107,1
132,0,0,0,2,1,1,0,4,0,1,5,7,0,2,0,109,0,132,3
132,16,23,4,0,2,22,4,18,10,0,6,2,0,16,0,9,39,93,0
132,0,1,0,0,1,0,0,1,0,0,8,6,1,2,0,112,1,131,3
132,0,25,20,1,1,14,0,41,3,0,3,8,0,0,0,16,25,107,1
132,0,23,20,1,1,14,0,37,1,2,9,9,0,1,0,14,23,109,1
132,0,3,0,0,0,3,0,2,2,1,14,2,1,4,0,100,3,129,3
132,0,26,18,1,0,15,0,30,3,0,14,6,0,0,1,18,26,106,1
132,0,24,19,1,0,14,0,33,1,2,13,8,0,2,0,15,24,108,1
132,0,25,19,1,0,15,0,36,3,0,9,7,0,0,0,17,25,107,1
132,0,3,6,0,1,3,0,9,0,0,12,4,0,7,0,87,3,129,3
132,16,23,4,0,3,22,2,19,14,0,5,2,0,14,0,8,39,93,0
132,0,23,20,1,0,13,0,36,0,2,10,9,0,3,0,15,23,109,1
132,0,27,16,1,0,16,0,20,3,0,28,4,0,0,0,17,27,105,1
132,0,24,20,1,0,14,0,40,2,0,5,8,0,1,0,17,24,108,1
132,0,25,20,1,1,14,0,41,3,0,3,8,0,0,0,16,25,107,1
132,7,8,0,0,1,6,1,4,4,2,12,5,0,10,0,72,15,117,3
132,1,2,1,0,0,4,0,6,2,1,10,4,1,7,0,93,3,129,3
132,0,25,20,1,1,14,0,41,3,0,3,8,0,0,0,16,25,107,1
132,0,27,16,1,0,16,0,20,3,0,28,4,0,0,0,17,27,105,1
132,0,24,19,1,3,14,0,38,1,2,8,8,0,2,0,12,24,108,1
132,3,4,0,0,3,5,0,4,4,1,9,5,0,3,1,90,7,125,3
132,0,0,1,0,1,1,0,1,0,1,9,4,1,2,0,111,0,132,3
132,0,25,20,1,1,14,0,41,3,0,3,8,0,0,0,16,25,107,1
132,0,27,16,1,0,16,0,20,3,0,28,4,0,0,0,17,27,105,1
132,0,24,19,1,0,14,0,33,1,2,13,8,0,2,0,15,24,108,1
132,13,11,0,0,1,8,0,2,7,2,13,0,0,13,1,61,24,108,3
132,1,4,0,0,0,5,0,0,1,4,9,4,0,10,0,94,5,127,3
132,0,25,20,1,1,14,0,41,3,0,3,8,0,0,0,16,25,107,1
132,0,4,3,0,0,1,0,11,1,0,10,7,0,8,0,87,4,128,3
132,0,25,19,1,0,15,0,36,3,0,9,7,0,0,0,17,25,107,1
132,0,1,1,1,0,2,1,13,1,2,5,7,0,4,0,94,1,131,3
132,0,25,18,1,0,14,0,29,2,1,17,6,0,1,0,18,25,107,1
132,0,19,15,1,0,13,1,34,0,2,12,7,0,3,0,25,19,113,1
132,16,23,4,0,3,22,2,19,14,0,5,2,0,14,0,8,39,93,0
132,0,25,19,1,2,14,0,34,2,0,11,7,0,0,0,17,25,107,1
132,0,26,17,1,0,15,0,25,2,0,21,5,0,1,0,19,26,106,1
132,0,23,21,1,2,13,0,42,1,2,3,10,0,1,0,13,23,109,1
132,0,27,16,1,0,16,0,20,3,0,28,4,0,0,0,17,27,105,1
132,0,1,1,0,0,0,0,1,1,0,13,6,0,4,0,105,1,131,3
132,0,25,18,1,0,14,0,29,2,1,15,6,0,1,0,20,25,107,1
132,16,23,4,0,3,22,2,19,14,0,5,2,0,14,0,8,39,93,0
132,21,21,0,0,2,17,1,3,7,5,10,0,0,18,2,25,42,90,2
132,0,23,20,1,0,13,0,37,1,2,8,9,0,1,0,17,23,109,1
132,0,26,17,1,0,15,0,25,2,0,21,5,0,1,0,19,26,106,1
132,0,25,19,1,0,15,0,36,3,0,9,7,0,0,0,17,25,107,1
132,0,0,1,0,1,1,0,4,0,1,8,8,0,1,0,107,0,132,3
132,0,16,9,0,3,8,0,18,1,0,13,6,0,1,0,57,16,116,3
132,16,23,4,0,2,22,4,18,10,0,6,2,0,16,0,9,39,93,0
132,16,23,4,0,3,22,2,19,14,0,5,2,0,14,0,8,39,93,0
132,16,23,4,0,2,22,4,18,10,0,6,2,0,16,0,9,39,93,0
132,0,23,16,1,0,14,2,40,2,0,2,8,0,0,0,24,23,109,1
132,0,27,16,1,0,16,0,20,3,0,28,4,0,0,0,17,27,105,1
132,0,2,1,0,0,3,0,9,1,1,8,6,0,1,0,100,2,130,3
132,0,0,1,1,0,0,0,3,1,0,7,7,0,4,0,108,0,132,3
132,1,2,0,0,1,2,0,3,1,2,18,2,0,4,0,96,3,129,3
132,0,25,18,1,1,15,0,31,2,0,15,6,0,1,0,17,25,107,1
132,0,20,16,1,0,12,0,36,3,2,11,9,0,0,0,22,20,112,1
132,16,23,4,0,2,22,4,18,10,0,6,2,0,16,0,9,39,93,0
132,1,5,1,0,3,4,0,10,0,3,13,7,0,1,0,84,6,126,3
132,0,0,0,2,1,0,0,0,0,0,7,9,0,1,0,112,0,132,3
132,0,26,17,1,0,15,0,25,2,0,21,5,0,1,0,19,26,106,1
132,0,24,19,1,3,14,0,37,1,2,10,8,0,2,0,11,24,108,1
132,0,23,20,1,0,13,0,36,0,2,10,9,0,3,0,15,23,109,1
132,0,25,20,1,1,14,0,41,3,0,3,8,0,0,0,16,25,107,1
132,0,25,19,1,0,14,0,34,2,0,9,7,0,1,1,19,25,107,1
132,0,22,19,1,0,13,0,38,3,0,3,7,0,1,0,25,22,110,1
132,0,0,1,0,0,3,0,8,0,2,3,7,0,1,0,107,0,132,3
132,2,1,0,0,0,4,1,3,2,3,8,6,0,7,0,95,3,129,3
132,16,23,4,0,2,22,4,18,10,0,6,2,0,16,0,9,39,93,0
132,16,23,4,0,3,22,2,19,14,0,5,2,0,14,0,8,39,93,0
132,0,25,19,1,0,15,0,36,3,0,9,7,0,0,0,17,25,107,1
132,0,1,1,0,1,1,0,7,1,1,10,6,0,5,0,98,1,131,3
132,0,26,17,1,0,15,0,24,2,0,23,5,0,1,0,18,26,106,1
132,0,0,0,1,0,1,0,3,0,0,6,8,0,1,0,112,0,132,3
132,0,25,20,1,1,14,0,41,3,0,3,8,0,0,0,16,25,107,1
132,0,25,19,1,0,14,0,39,3,0,2,7,0,0,0,22,25,107,1
132,0,0,0,0,1,1,0,4,0,0,9,8,0,2,0,107,0,132,3
132,0,10,6,0,0,8,0,26,2,2,9,5,0,0,0,64,10,122,3
132,0,13,1,0,2,3,0,4,0,2,9,4,0,4,0,90,13,119,3
132,1,3,5,0,2,3,0,14,1,1,8,7,0,2,0,85,4,128,3
132,0,25,19,1,0,14,0,34,3,0,10,7,0,2,0,17,25,107,1
132,0,26,17,1,0,15,0,24,2,0,23,5,0,1,0,18,26,106,1
132,0,3,3,0,0,2,0,24,0,0,6,5,0,5,0,84,3,129,3
132,0,6,2,0,0,5,0,6,0,0,15,4,0,7,0,87,6,126,3
132,0,0,1,0,0,1,0,14,0,1,5,7,1,0,0,102,0,132,3
132,0,24,19,1,0,14,0,34,1,2,11,8,0,2,0,16,24,108,1
132,0,25,19,1,0,15,0,36,3,0,9,7,0,0,0,17,25,107,1
132,16,23,4,0,3,22,2,19,14,0,5,2,0,14,0,8,39,93,0
132,0,23,20,1,3,13,0,41,0,2,5,9,0,3,0,12,23,109,1
132,16,23,4,0,4,22,1,18,10,1,6,2,0,15,0,10,39,93,0
132,0,25,20,1,1,14,0,41,3,0,3,8,0,0,0,16,25,107,1
132,16,23,4,0,2,22,4,18,10,0,6,2,0,16,0,9,39,93,0
132,0,26,17,1,0,15,0,25,2,0,21,5,0,1,0,19,26,106,1
132,0,0,0,0,2,3,0,4,0,4,9,2,1,6,0,101,0,132,3
132,0,1,0,0,0,5,0,4,1,1,13,7,0,3,0,97,1,131,3
132,0,23,21,1,2,13,0,42,1,2,3,10,0,1,0,13,23,109,1
132,2,2,0,0,1,0,0,3,2,0,6,8,0,4,0,104,4,128,3
132,0,25,18,1,1,14,0,30,2,0,14,6,0,0,0,21,25,107,1
132,0,25,20,1,0,13,0,39,4,0,2,8,0,0,0,20,25,107,1
132,0,0,1,0,0,0,0,12,0,1,8,6,1,1,0,102,0,132,3
132,0,24,19,1,0,14,0,33,1,2,13,8,0,2,0,15,24,108,1
132,16,23,4,0,3,22,2,19,14,0,5,2,0,14,0,8,39,93,0
132,0,25,20,1,1,14,0,41,3,0,3,8,0,0,0,16,25,107,1
132,0,26,17,1,0,15,0,25,2,0,21,5,0,1,0,19,26,106,1
132,0,25,20,1,1,14,0,41,3,0,3,8,0,0,0,16,25,107,1
132,0,25,20,1,1,14,0,41,3,0,3,8,0,0,0,16,25,107,1
132,0,21,16,1,0,13,2,38,2,2,11,8,0,0,0,18,21,111,1
132,0,0,4,1,0,1,0,16,0,0,5,10,0,3,0,92,0,132,3
132,0,21,15,1,0,14,2,37,2,3,12,7,0,0,0,18,21,111,1
132,0,25,20,1,1,14,0,41,3,0,3,8,0,0,0,16,25,107,1
132,0,25,18,1,0,14,0,28,2,0,18,6,0,0,0,20,25,107,1
132,1,1,2,0,1,5,0,13,1,4,4,6,1,2,0,91,2,130,3
132,0,26,17,1,0,15,0,24,2,0,23,5,0,1,0,18,26,106,1
132,0,1,1,0,0,2,2,3,3,2,6,3,0,5,1,103,1,131,3
132,0,25,18,1,0,14,0,28,1,0,19,6,0,2,0,18,25,107,1
132,0,24,20,1,0,14,0,38,1,1,6,9,0,2,1,15,24,108,1
132,1,0,0,1,1,1,0,3,0,3,4,9,0,3,0,106,1,131,3
132,1,4,1,1,0,2,1,0,2,0,12,2,0,10,0,96,5,127,3
132,0,1,0,0,0,6,0,3,1,3,3,4,0,5,0,106,1,131,3
132,0,25,20,1,1,14,0,41,3,0,3,8,0,0,0,16,25,107,1
132,1,1,0,0,0,0,0,4,0,1,10,6,0,4,0,105,2,130,3
132,0,25,19,1,2,14,0,34,2,0,11,7,0,0,0,17,25,107,1
132,0,4,0,0,1,1,0,8,3,2,8,3,0,3,1,98,4,128,3
132,0,14,8,0,0,9,0,28,0,1,12,7,0,1,0,52,14,118,3
132,16,23,4,0,3,22,2,19,14,0,5,2,0,14,0,8,39,93,0
132,0,25,20,1,1,14,0,41,3,0,3,8,0,0,0,16,25,107,1
132,0,0,2,0,1,0,0,11,1,3,8,9,0,3,0,94,0,132,3
132,0,24,20,1,2,13,0,40,1,0,5,8,0,1,0,17,24,108,1
132,16,22,4,0,5,23,1,17,6,3,9,2,0,19,0,5,38,94,0
132,1,6,5,0,0,9,1,29,4,0,1,4,1,2,0,69,7,125,3
132,2,3,4,0,2,3,1,14,2,2,7,4,0,6,0,82,5,127,3
132,0,25,20,1,1,14,0,41,3,0,3,8,0,0,0,16,25,107,1
132,0,25,20,1,1,14,0,41,3,0,3,8,0,0,0,16,25,107,1
132,16,23,4,0,4,22,1,18,11,0,7,2,0,16,0,8,39,93,0
132,0,25,20,1,1,14,0,41,3,0,3,8,0,0,0,16,25,107,1
132,3,6,1,0,1,7,1,13,2,0,3,7,0,7,0,81,9,123,3
132,0,24,20,1,0,14,0,40,2,0,5,8,0,1,0,17,24,108,1
132,0,24,19,1,0,14,0,33,1,2,13,8,0,2,0,15,24,108,1
132,0,25,20,1,1,14,0,41,3,0,3,8,0,0,0,16,25,107,1
132,16,23,4,0,3,22,2,19,14,0,5,2,0,14,0,8,39,93,0
132,0,26,17,1,0,15,0,24,2,0,23,5,0,1,0,18,26,106,1
132,0,0,0,0,1,0,0,1,0,0,7,9,0,2,0,112,0,132,3
132,0,26,17,1,0,15,0,25,2,0,21,5,0,1,0,19,26,106,1
132,0,24,19,1,0,14,0,33,1,2,13,8,0,2,0,15,24,108,1
132,0,24,18,1,1,14,0,27,1,3,21,7,0,1,0,14,24,108,1
132,0,0,0,1,1,0,0,4,1,0,6,3,2,4,0,110,0,132,3
132,0,27,16,1,0,16,0,20,3,0,28,4,0,0,0,17,27,105,1
132,0,1,0,0,1,1,0,4,1,0,8,3,0,0,0,113,1,131,3
132,0,1,1,0,0,1,0,11,1,3,8,5,0,3,0,98,1,131,3
132,1,2,1,0,0,0,0,1,0,1,6,11,1,3,0,105,3,129,3
132,0,13,8,0,2,11,0,23,0,1,16,6,0,4,0,48,13,119,3
132,16,23,4,0,3,22,2,19,14,0,5,2,0,14,0,8,39,93,0
132,0,1,2,0,1,3,0,17,0,1,5,6,0,4,0,92,1,131,3
132,0,23,20,1,3,13,0,41,1,2,5,9,0,1,0,13,23,109,1
132,0,25,17,1,1,13,0,24,2,1,20,5,0,0,0,23,25,107,1
132,0,25,20,1,1,14,0,41,3,0,3,8,0,0,0,16,25,107,1
132,0,25,20,1,1,14,0,41,3,0,3,8,0,0,0,16,25,107,1
132,0,5,4,1,1,0,0,3,1,2,5,4,0,3,0,103,5,127,3
132,16,24,3,0,2,22,4,14,12,0,10,1,0,14,0,10,40,92,0
132,0,24,20,1,2,13,0,38,2,1,7,8,0,0,0,16,24,108,1
132,0,26,17,1,0,15,0,25,2,0,21,5,0,1,0,19,26,106,1
132,0,3,1,0,1,5,0,7,0,1,13,9,0,6,0,86,3,129,3
132,0,0,0,0,0,2,0,7,2,2,3,7,0,3,0,106,0,132,3
132,0,25,19,1,0,15,0,36,3,0,9,7,0,0,0,17,25,107,1
132,0,26,17,1,0,15,0,24,2,0,23,5,0,1,0,18,26,106,1
132,0,25,20,1,1,14,0,41,3,0,3,8,0,0,0,16,25,107,1
132,0,25,20,1,1,14,0,41,3,0,3,8,0,0,0,16,25,107,1
132,0,25,20,1,1,14,0,41,3,0,3,8,0,0,0,16,25,107,1
132,0,25,20,1,1,14,0,41,3,0,3,8,0,0,0,16,25,107,1
132,16,24,3,0,2,22,4,14,12,0,10,1,0,14,0,10,40,92,0
132,0,25,20,1,1,14,0,41,3,0,3,8,0,0,0,16,25,107,1
132,0,0,0,1,0,1,1,4,0,1,7,4,0,4,0,109,0,132,3
132,0,26,17,1,0,15,0,25,2,0,21,5,0,1,0,19,26,106,1
132,0,20,16,1,0,11,0,36,2,1,4,9,0,0,0,32,20,112,1
132,0,24,19,1,0,14,0,33,1,2,13,8,0,2,0,15,24,108,1
132,0,25,19,1,0,14,0,35,3,0,8,7,0,0,0,20,25,107,1
132,0,25,20,1,1,14,0,41,3,0,3,8,0,0,0,16,25,107,1
132,0,25,18,1,0,13,0,29,2,0,14,6,0,1,0,23,25,107,1
132,0,0,0,0,0,1,0,2,0,0,7,10,0,4,0,108,0,132,3
132,0,24,20,1,0,14,0,38,1,1,6,9,0,2,1,15,24,108,1
132,0,1,0,0,1,0,0,4,0,2,4,9,0,1,0,110,1,131,3
132,1,2,2,0,0,1,0,3,1,1,12,1,0,2,1,105,3,129,3
132,16,23,4,0,2,22,4,18,10,0,6,2,0,16,0,9,39,93,0
132,0,1,2,0,1,0,0,1,0,1,7,4,0,5,0,110,1,131,3
132,0,25,20,1,1,14,0,41,3,0,3,8,0,0,0,16,25,107,1
132,0,24,19,1,1,14,0,35,1,0,10,7,0,2,0,18,24,108,1
132,0,27,16,1,0,16,0,20,3,0,28,4,0,0,0,17,27,105,1
132,0,19,8,0,3,13,0,33,1,1,15,7,0,0,0,32,19,113,0
132,0,10,1,0,0,4,1,17,2,0,7,4,0,2,0,84,10,122,3
132,0,12,7,0,1,9,0,26,0,0,6,10,0,3,0,58,12,120,3
132,0,3,1,0,0,2,0,7,0,2,9,8,0,3,0,97,3,129,3
132,0,24,19,1,0,14,0,32,1,2,15,8,0,2,0,14,24,108,1
132,0,24,19,1,0,14,0,32,1,2,15,8,0,2,0,14,24,108,1
132,0,2,1,1,0,0,0,2,0,1,11,3,1,7,1,102,2,130,3
132,15,23,4,0,3,22,1,18,5,2,5,2,0,19,0,13,38,94,0
132,0,26,17,1,0,15,0,24,2,0,23,5,0,1,0,18,26,106,1
132,0,0,2,1,1,1,0,5,1,2,5,7,1,4,0,102,0,132,3
132,0,25,20,1,0,14,0,42,4,0,1,8,0,0,0,17,25,107,1
132,0,2,2,1,0,3,0,9,2,1,11,6,0,4,0,91,2,130,3
132,0,20,19,1,1,12,0,40,2,0,4,8,0,1,0,24,20,112,1
132,0,25,18,1,0,13,0,29,2,0,16,6,0,1,0,21,25,107,1
132,0,15,12,0,0,12,0,33,0,0,14,7,0,0,0,39,15,117,0
132,0,23,20,1,0,13,0,36,0,2,10,9,0,3,0,15,23,109,1
132,0,25,20,1,1,14,0,41,3,0,3,8,0,0,0,16,25,107,1
132,0,0,0,0,1,1,0,2,0,4,9,4,0,1,0,110,0,132,3
132,0,1,7,1,0,3,0,1,1,0,7,3,0,8,0,100,1,131,3
132,0,0,0,3,1,1,0,6,1,0,6,7,0,4,0,103,0,132,3
132,0,24,19,1,0,13,0,34,2,1,10,7,0,0,0,21,24,108,1
132,0,24,19,1,0,14,0,32,1,2,15,8,0,2,0,14,24,108,1
132,0,25,20,1,1,14,0,41,3,0,3,8,0,0,0,16,25,107,1
132,0,24,19,1,0,14,0,33,1,2,13,8,0,2,0,15,24,108,1
132,23,19,0,0,3,18,2,3,9,3,11,0,0,23,0,18,42,90,2
132,0,0,4,0,0,1,0,1,0,2,14,6,0,3,0,101,0,132,3
132,0,0,0,1,1,0,0,4,0,1,8,9,0,1,0,107,0,132,3
132,0,2,13,0,0,3,0,7,0,0,12,4,0,5,1,85,2,130,3
132,0,5,3,0,0,2,0,8,2,2,9,5,1,5,0,90,5,127,3
132,16,23,4,0,4,22,2,18,10,2,6,2,0,14,0,9,39,93,0
132,0,25,20,1,1,14,0,41,3,0,3,8,0,0,0,16,25,107,1
132,0,25,20,1,1,14,0,41,3,0,3,8,0,0,0,16,25,107,1
132,0,24,19,1,0,13,0,32,2,1,14,7,0,0,0,19,24,108,1
132,0,25,20,1,1,14,0,41,3,0,3,8,0,0,0,16,25,107,1
132,0,25,20,1,1,14,0,41,3,0,3,8,0,0,0,16,25,107,1
132,16,23,4,0,4,22,1,18,10,1,6,2,0,15,0,10,39,93,0
132,5,3,0,0,0,3,1,4,5,1,6,2,0,6,0,96,8,124,3
132,0,7,1,0,3,7,0,6,2,2,11,2,0,9,0,82,7,125,3
132,0,26,17,1,0,15,0,24,2,0,23,5,0,1,0,18,26,106,1
132,0,25,20,1,0,14,0,42,4,0,1,8,0,0,0,17,25,107,1
132,0,25,20,1,1,14,0,41,3,0,3,8,0,0,0,16,25,107,1
132,0,3,2,0,0,4,0,8,0,1,7,7,0,3,0,97,3,129,3
132,3,12,4,0,0,12,0,18,1,0,19,4,0,3,0,56,15,117,3
132,0,24,19,1,0,13,0,33,0,0,11,7,0,3,0,21,24,108,1
132,0,27,16,1,0,16,0,20,3,0,28,4,0,0,0,17,27,105,1
132,0,12,10,1,0,8,0,28,0,1,5,7,0,1,0,59,12,120,3
132,0,1,0,0,0,0,0,3,0,3,5,9,0,1,0,110,1,131,3
132,0,4,0,0,0,5,0,6,1,1,4,5,0,5,0,101,4,128,3
132,0,24,20,1,2,13,0,40,1,0,4,8,0,1,0,18,24,108,1
132,0,24,19,1,0,13,0,32,1,0,14,7,0,1,0,20,24,108,1
132,0,20,14,1,0,13,0,31,1,0,10,6,0,1,0,35,20,112,1
132,0,25,20,1,1,14,0,41,3,0,3,8,0,0,0,16,25,107,1
132,16,23,4,0,2,22,4,18,10,0,6,2,0,16,0,9,39,93,0
132,0,25,18,1,0,14,0,28,1,0,19,6,0,2,0,18,25,107,1
132,0,26,17,1,1,15,0,25,2,0,20,5,0,0,1,19,26,106,1
132,16,23,4,0,2,22,4,18,10,0,6,2,0,16,0,9,39,93,0
132,16,23,4,0,3,22,2,19,14,0,5,2,0,14,0,8,39,93,0
132,0,1,0,0,0,2,0,7,0,2,10,4,0,6,0,100,1,131,3
132,14,10,1,0,1,9,1,6,3,8,6,2,0,10,4,57,24,108,3
132,0,1,1,0,0,3,0,2,2,0,10,4,0,6,0,103,1,131,3
132,0,2,1,0,1,2,0,6,0,0,10,6,0,5,0,99,2,130,3
132,0,24,19,1,0,14,0,32,1,2,15,8,0,2,0,14,24,108,1
132,0,25,20,1,1,14,0,41,3,0,3,8,0,0,0,16,25,107,1
132,0,25,18,1,0,14,0,28,1,0,18,6,0,2,0,19,25,107,1
132,0,25,20,1,1,14,0,41,3,0,3,8,0,0,0,16,25,107,1
132,0,22,19,1,0,13,0,38,3,0,3,7,0,1,0,25,22,110,1
132,0,27,16,1,0,16,0,20,3,0,28,4,0,0,0,17,27,105,1
132,0,25,20,1,1,14,0,41,3,0,3,8,0,0,0,16,25,107,1
132,0,24,19,1,0,14,0,32,1,2,15,8,0,2,0,14,24,108,1
132,0,25,20,1,1,14,0,41,3,0,3,8,0,0,0,16,25,107,1
132,0,0,0,1,0,0,0,7,0,1,7,6,0,3,0,107,0,132,3
132,0,1,0,0,1,0,0,14,0,2,7,10,1,2,0,94,1,131,3
117,0,12,9,0,0,8,0,24,0,1,10,8,0,2,0,43,12,105,3
117,13,19,4,0,7,17,1,14,9,2,8,2,0,18,0,3,32,85,0
117,0,0,2,1,0,2,0,11,0,0,4,7,0,1,0,89,0,117,3
117,0,16,14,1,0,9,0,30,3,2,8,6,0,0,0,28,16,101,1
117,0,1,1,0,0,2,0,6,0,3,9,5,0,3,0,87,1,116,3
117,0,20,18,1,1,10,0,35,4,0,1,7,0,0,0,20,20,97,1
117,0,15,14,1,0,9,0,33,2,0,3,8,0,0,0,32,15,102,1
117,0,0,0,0,0,0,1,2,0,0,4,8,0,0,0,102,0,117,3
117,0,12,9,0,2,8,0,35,1,1,5,7,0,0,0,37,12,105,0
117,0,0,0,0,0,2,0,3,1,0,6,7,0,2,0,96,0,117,3
117,13,19,4,0,7,17,1,14,9,2,8,2,0,18,0,3,32,85,0
117,13,19,4,0,7,17,1,14,9,2,8,2,0,18,0,3,32,85,0
117,0,13,9,0,0,8,0,30,1,0,9,6,0,0,0,41,13,104,3
117,13,19,4,0,7,17,1,14,9,2,8,2,0,18,0,3,32,85,0
117,0,4,3,0,0,3,0,14,0,1,7,10,0,3,0,72,4,113,3
117,0,2,4,0,0,2,0,6,1,0,2,4,1,4,0,91,2,115,3
117,13,19,4,0,7,17,1,14,9,2,8,2,0,18,0,3,32,85,0
117,0,20,14,1,0,10,0,34,5,0,0,6,0,0,0,27,20,97,1
117,0,19,18,1,0,9,0,31,2,0,3,7,0,2,1,24,19,98,1
117,13,19,4,0,7,17,1,14,9,2,8,2,0,18,0,3,32,85,0
117,13,19,4,0,7,17,1,14,9,2,8,2,0,18,0,3,32,85,0
117,0,20,13,1,0,10,1,33,5,0,0,6,0,0,0,28,20,97,1
117,0,1,0,1,0,1,0,2,0,1,5,6,0,1,1,98,1,116,3
117,13,19,4,0,7,17,1,14,9,2,8,2,0,18,0,3,32,85,0
117,0,20,18,1,1,10,0,35,4,0,1,7,0,0,0,20,20,97,1
117,0,0,0,0,0,0,0,0,1,0,11,7,0,1,0,97,0,117,3
117,0,0,2,0,0,1,0,10,0,1,8,4,0,3,0,88,0,117,3
117,0,0,3,0,0,0,0,8,0,0,6,8,0,1,0,91,0,117,3
117,13,19,4,0,7,17,1,14,9,2,8,2,0,18,0,3,32,85,0
117,0,0,5,0,0,1,1,15,0,0,3,5,0,3,0,84,0,117,3
117,0,11,10,0,0,8,0,32,2,2,5,7,0,1,0,39,11,106,0
117,1,1,0,0,0,0,0,4,1,1,7,7,0,1,0,94,2,115,3
117,12,20,4,0,3,16,3,15,8,2,5,2,0,16,0,11,32,85,0
117,36,0,0,0,0,25,4,0,17,5,0,0,0,25,0,5,36,81,2
117,0,20,17,1,0,10,0,28,3,0,6,6,0,1,1,24,20,97,1
117,0,0,1,0,1,0,0,3,1,2,10,4,0,1,0,94,0,117,3
117,0,4,1,0,0,0,0,2,1,0,5,6,1,4,0,93,4,113,3
117,0,20,17,1,0,11,0,30,4,0,7,6,0,0,0,21,20,97,1
117,0,19,18,1,0,10,0,31,2,1,4,8,0,2,1,20,19,98,1
117,1,1,1,0,1,4,0,6,1,0,9,5,0,3,0,85,2,115,3
117,0,0,1,0,1,2,0,4,0,3,4,8,1,6,0,87,0,117,3
117,13,19,4,0,7,17,1,14,9,2,8,2,0,18,0,3,32,85,0
117,0,2,1,0,1,2,0,5,0,2,9,6,0,3,0,86,2,115,3
117,13,19,4,0,7,17,1,14,9,2,8,2,0,18,0,3,32,85,0
117,1,0,0,0,0,1,0,2,2,0,7,6,1,2,1,94,1,116,3
117,0,2,0,0,0,2,0,6,1,2,5,5,0,8,1,85,2,115,3
117,13,19,4,0,7,17,1,14,9,2,8,2,0,18,0,3,32,85,0
117,0,10,7,0,0,11,0,31,0,2,5,8,0,2,0,41,10,107,3
117,13,19,4,0,7,17,1,14,9,2,8,2,0,18,0,3,32,85,0
117,13,19,4,0,7,17,1,14,9,2,8,2,0,18,0,3,32,85,0
117,13,19,4,0,7,17,1,14,9,2,8,2,0,18,0,3,32,85,0
117,12,15,0,0,1,10,2,3,9,1,7,0,0,17,1,39,27,90,2
117,30,6,0,0,0,20,2,1,12,2,4,0,0,23,1,16,36,81,2
117,0,1,1,0,0,1,0,5,3,0,6,1,0,2,0,97,1,116,3
117,12,21,3,0,0,14,8,11,10,0,9,1,0,12,0,16,33,84,0
117,0,0,1,0,1,1,0,12,0,2,3,10,0,2,0,85,0,117,3
117,13,19,4,0,7,17,1,14,9,2,8,2,0,18,0,3,32,85,0
117,13,19,4,0,7,17,1,14,9,2,8,2,0,18,0,3,32,85,0
117,13,19,4,0,7,17,1,14,9,2,8,2,0,18,0,3,32,85,0
117,13,19,4,0,7,17,1,14,9,2,8,2,0,18,0,3,32,85,0
117,1,1,3,0,0,2,0,13,0,0,5,6,0,4,0,82,2,115,3
117,2,3,2,0,0,5,0,17,5,1,7,4,0,5,0,66,5,112,3
117,13,19,4,0,7,17,1,14,9,2,8,2,0,18,0,3,32,85,0
117,6,0,0,0,1,5,0,1,2,0,9,1,0,5,0,87,6,111,3
117,13,19,4,0,7,17,1,14,9,2,8,2,0,18,0,3,32,85,0
117,1,4,3,0,0,7,1,9,3,1,8,2,0,6,0,72,5,112,3
117,0,1,1,0,1,3,0,11,0,0,11,8,0,2,0,79,1,116,3
117,0,20,18,1,1,10,0,35,4,0,1,7,0,0,0,20,20,97,1
117,13,19,4,0,7,17,1,14,9,2,8,2,0,18,0,3,32,85,0
117,0,19,18,1,0,10,0,34,3,0,3,7,0,1,0,21,19,98,1
117,0,2,3,0,3,3,0,7,0,2,8,3,0,7,0,79,2,115,3
117,12,21,4,0,2,14,6,16,12,0,4,2,0,12,0,12,33,84,0
117,0,2,0,1,1,0,0,4,1,2,9,6,0,4,0,87,2,115,3
117,0,0,0,2,0,0,0,2,0,1,4,6,1,4,0,97,0,117,3
117,0,12,10,0,0,8,0,32,0,0,7,7,0,1,0,40,12,105,3
117,0,18,18,1,0,8,0,29,1,0,5,8,0,5,0,24,18,99,1
117,1,0,0,0,0,1,0,11,0,0,9,9,0,4,0,82,1,116,3
117,0,0,0,1,0,0,0,0,0,0,6,10,0,4,0,96,0,117,3
